ContigID,Type,Superkingdom,Realm,Kingdom,Phylum,Class,Order,Family,Isolate
CENOTE_21_30_META4455_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 1,Unclassified family 1,Unclassified family 1,CENOTE_21_30_META4455
CENOTE_21_30_META4455_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 1,Unclassified family 1,Unclassified family 1,CENOTE_21_30_META4455
CENOTE_21_30_META4470_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 1,Unclassified family 1,Unclassified family 1,CENOTE_21_30_META4470
CENOTE_21_30_META4470_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 1,Unclassified family 1,Unclassified family 1,CENOTE_21_30_META4470
CENOTE_21_30_META4682_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META4682
CENOTE_21_30_META4692_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META4692
CENOTE_21_30_META4692_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META4692
CENOTE_21_30_META706_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META706
CENOTE_21_30_META706_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META706
CENOTE_21_30_META706_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META706
CENOTE_21_30_META8695_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META8695
CENOTE_21_30_META8695_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META8695
CENOTE_21_30_META8695_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META8695
CENOTE_21_30_META8907_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META8907
CENOTE_21_30_META8973_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META8973
CENOTE_21_30_META8973_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META8973
CENOTE_21_30_META9388_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META9388
CENOTE_21_30_META9388_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META9388
CENOTE_21_30_META9391_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META9391
CENOTE_21_30_META9391_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META9391
CENOTE_21_30_META9391_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META9391
CENOTE_21_30_META9825_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,CENOTE_21_30_META9825
CENOTE_21_30_META9825_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,CENOTE_21_30_META9825
CENOTE_31_34_META40_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_31_34_META40
CENOTE_31_34_META40_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_31_34_META40
CENOTE_31_34_META560_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_31_34_META560
CENOTE_31_34_META560_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_31_34_META560
CENOTE_31_34_META560_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_31_34_META560
CENOTE_31_34_META887_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_31_34_META887
CENOTE_31_34_META887_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_31_34_META887
CENOTE_31_34_META887_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_31_34_META887
CENOTE_META1015_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META1015
CENOTE_META1015_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META1015
CENOTE_META1015_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META1015
CENOTE_META10254_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META10254
CENOTE_META10254_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META10254
CENOTE_META11157_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META11157
CENOTE_META13439_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 4,Unclassified family 4,Unclassified family 4,CENOTE_META13439
CENOTE_META13439_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 4,Unclassified family 4,Unclassified family 4,CENOTE_META13439
CENOTE_META13439_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 4,Unclassified family 4,Unclassified family 4,CENOTE_META13439
CENOTE_META14200_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META14200
CENOTE_META14200_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META14200
CENOTE_META14220_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META14220
CENOTE_META14220_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META14220
CENOTE_META14801_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META14801
CENOTE_META15132_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,CENOTE_META15132
CENOTE_META15238_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META15238
CENOTE_META15627_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META15627
CENOTE_META15627_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META15627
CENOTE_META15627_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META15627
CENOTE_META15875_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META15875
CENOTE_META15875_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META15875
CENOTE_META15_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META15
CENOTE_META15_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META15
CENOTE_META16034_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META16034
CENOTE_META16034_3_Rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META16034
CENOTE_META16034_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META16034
CENOTE_META16099_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META16099
CENOTE_META16099_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META16099
CENOTE_META16278_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META16278
CENOTE_META16278_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META16278
CENOTE_META16336_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,CENOTE_META16336
CENOTE_META16336_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,CENOTE_META16336
CENOTE_META16387_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META16387
CENOTE_META16387_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META16387
CENOTE_META16387_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META16387
CENOTE_META1702_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META1702
CENOTE_META1702_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META1702
CENOTE_META18062_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META18062
CENOTE_META18062_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META18062
CENOTE_META18580_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META18580
CENOTE_META18580_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META18580
CENOTE_META19093_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_META19093
CENOTE_META19575_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META19575
CENOTE_META19575_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META19575
CENOTE_META19707_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META19707
CENOTE_META19802_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META19802
CENOTE_META20171_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,CENOTE_META20171
CENOTE_META20171_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,CENOTE_META20171
CENOTE_META20400_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META20400
CENOTE_META20400_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META20400
CENOTE_META20887_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META20887
CENOTE_META21022_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META21022
CENOTE_META21022_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META21022
CENOTE_META21682_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_META21682
CENOTE_META21682_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META21682
CENOTE_META22900_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META22900
CENOTE_META22900_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META22900
CENOTE_META24141_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 2,Unclassified family 2,Unclassified family 2,CENOTE_META24141
CENOTE_META24729_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META24729
CENOTE_META24729_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META24729
CENOTE_META26065_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META26065
CENOTE_META26166_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META26166
CENOTE_META27224_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,CENOTE_META27224
CENOTE_META27224_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,CENOTE_META27224
CENOTE_META27429_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,CENOTE_META27429
CENOTE_META29131_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META29131
CENOTE_META29246_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 1,Unclassified family 1,Unclassified family 1,CENOTE_META29246
CENOTE_META29246_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 1,Unclassified family 1,Unclassified family 1,CENOTE_META29246
